Transaction Date and Time,Transaction Amount,Cardholder Name,Card Number (Hashed or Encrypted),Merchant Name,Merchant Category Code (MCC),Transaction Location (City or ZIP Code),Transaction Currency,Card Type,Card Expiration Date,CVV Code (Hashed or Encrypted),Transaction Response Code,Transaction ID,Fraud Flag or Label,Previous Transactions,Transaction Source,IP Address,Device Information,User Account Information,Transaction Notes
23/8/2021 14:03,2090.79,Ishita Bir,2324aaa0a7a71d61678f27aa0fbcdb846853f49eb5e9e874c56a1b9ef11a20dd,"Char, Bhavsar and Chowdhury",8471,Hospet,USD,American Express,Jan-25,f6103ca1e01bd200a9258a366b7e8c22a542e771bf11a0679967a5bb47ef3688,5,2e04816a-01d5-4dc4-954f-6aa48e9309ea,0,None,Online,210.212.130.123,Mobile,,"Modi aspernatur illum commodi fugit animi. Dolorum quod expedita molestias et aspernatur alias.
Vero assumenda corporis sint sequi. Nesciunt vel excepturi."
28/1/2021 19:44,2048.84,Nehmat Borra,36e03bba4f0e2e7a1ef3d623034f514fede1d30333f91ca9982af726c2608980,Lalla-Balay,7595,Ambarnath,USD,American Express,Dec-32,9197e4844abed2fea3569a2acf7b0d584c979c333ab7ae10ba6c339898776f5a,0,82a7f93e-022f-43e6-8c18-84b1f087e003,1,1,In-Person,120.175.242.136,Mobile,aarush21,Tempora quos repudiandae a ipsam repellat. Rem repellendus accusamus assumenda amet. Voluptatibus illum omnis voluptas velit illum hic dolorem. Nostrum rerum suscipit repellat doloribus sed.
30/3/2023 20:42,3405.36,Ranbir Wable,200d9f3d87aa4cc8ce42f06619eace391864c49b406a38cadc0fcee31ad94067,"Subramanian, Thaman and Dube",7761,Jamnagar,INR,Visa,Apr-27,0dfcddb0440e967f05bb68ca09a5e2188b8abc36bfb5b95b83b88be59c42c6e7,5,bb225027-2e26-49b2-aa29-54f69cacbcf2,0,1,Online,201.188.34.105,Desktop,vivaandayal,Quae quas eum perferendis adipisci amet. Minima nemo maxime accusantium.
3/12/2021 6:19,1532.05,Manjari Gill,2a76b51eae1109eb847abda1cf4b9d50e96c174552295597d06008da8b15df61,Vora-Divan,1162,Gandhinagar,INR,MasterCard,May-24,6affdae3b3c1aa6aa7689e9b6a7b3225a636aa1ac0025f490cca1285ceaf1487,12,c5ee953e-5513-4990-ac82-eaa50c2a5c16,1,3 or more,In-Person,106.15.178.114,Tablet,,Earum animi numquam. Aspernatur odit quas aspernatur minus impedit cum sapiente. Ullam saepe praesentium libero distinctio quibusdam placeat.
23/10/2022 16:42,1.09,Pihu Gera,3cda30cf8dba83236e8a3e0c7ccc04d285fcd3a679805b3793e2f0443e19bc4d,"Gara, Kurian and Koshy",2710,Kollam,USD,American Express,Mar-33,b1e92fe0fa7edab2161fa5090a65e065425f6ead93e1152013b1ba77b471494c,12,067afa05-6d14-4097-bd67-f81f21bb5e79,0,1,Online,60.94.72.178,Desktop,kashvibakshi,Molestias quam necessitatibus distinctio eligendi necessitatibus libero. Dolorum quia perspiciatis atque corrupti quae. Maiores doloremque provident animi ullam incidunt aspernatur.
6/3/2022 7:11,3051.74,Aradhya Ramesh,be7c43e121d792077e43b6f4501a389b6d4c4996016f93dc5a97b089817a6d59,"Sangha, Chad and Basak",4284,Purnia,INR,American Express,Dec-25,421c0a7b6d0ee1c34e3d78f1685b6d95113fb2f1091919efaab45f1156a4e428,0,b9b7d93b-ecdd-4bed-a57d-366a088e90ec,0,1,In-Person,223.90.252.205,Tablet,,"Explicabo sed rerum non provident placeat maiores repellat. In illo qui hic.
Pariatur reprehenderit similique similique. Eligendi culpa nisi repellat sed doloribus."
25/8/2022 21:04,2301.36,Farhan Wagle,1032f9e0ad18abe4fe95ed3fae1ef996d37730d70fca4e36a217883f03a80ac6,Rao-Gaba,9984,Muzaffarpur,USD,Visa,Jun-32,72933e3b31f0070af6478edc3becf96e1ee59917620e8c509cf0e6b360e29c02,0,2315b59a-c970-4152-9439-5a9487b9f7e6,0,None,In-Person,32.183.154.245,Desktop,,"Debitis placeat similique nostrum veritatis cumque.
Consectetur corrupti vitae dolores. Tenetur reiciendis dolorem voluptatem."
5/4/2023 7:15,2722.74,Vaibhav Tripathi,3c2eba01952fb4ba8d299e86f8924cf273c5bdb373eac515eec04831547bef7f,Sahni-Barad,2454,Khora ,EUR,MasterCard,Jan-27,5627b4a8f9efbd8fbdadaf4177824186f8c734f320935c88e926bc027af6c50f,0,b062d1f2-3a54-4adc-b4da-f437de9d122d,0,3 or more,In-Person,192.240.107.73,Desktop,nirvivarughese,"Quas eum ex doloremque optio magnam ullam. Aliquam incidunt quae quo voluptates sint cum.
Sint laboriosam quis saepe omnis saepe. Ut quasi reprehenderit sequi.
Veniam non tenetur enim fugiat odio."
24/11/2020 18:18,1126.86,Jivin Kapadia,1be141414e88b3761dd7331a5b8cff7144ac0c51589d1c2ceb5802b9c2ec2790,Chacko-Dhawan,4759,Erode,EUR,American Express,Sep-27,be6b5b7140b02bff9ad8fa5aaaeca5973791521c5029c9f6b42390f8b87ce2bd,12,45d0050a-21c9-45ef-bbe3-084f5d61cafb,1,3 or more,In-Person,139.97.226.62,Tablet,,"Harum perferendis sed iste eos quis tempore. Sapiente quam odit odit.
Ducimus aut qui iste. Vitae laudantium sed explicabo quis quo. Provident tenetur velit accusamus."
20/10/2020 10:55,1958.89,Jiya Kothari,1ce9848455496715f2062d0a0f99497f1e2a0615a0034f5f1aa240e55c465c26,"Saini, Apte and D’Alia",9654,Shimla,EUR,Visa,Aug-25,6af1f692e9496c6d0b668316eccb93276ae6b6774fa728aac31ff40a38318760,5,3e835a66-c804-4dc6-b116-14f64f0925f9,0,1,In-Person,197.22.19.159,Tablet,,Iure quasi et laborum iste natus a ad. Iste recusandae velit repellat quae. Iusto unde corrupti voluptates debitis illum. Consectetur quisquam perspiciatis repellendus corrupti.
8/11/2022 3:11,2382.87,Prisha Ramanathan,cf093d1c20ce325d2590db7d677b24a6220f66b23b6e0ec85c0b9a56a3330bc8,"Dhawan, Rama and Singhal",5570,Ujjain,EUR,MasterCard,May-31,ce02d4b6d1aceeea96a562c10923d590607df6182b4a3405ad10be85b6354787,12,45c41646-dc3e-4d69-a278-24e984a3ac42,1,None,In-Person,133.148.212.69,Tablet,,"Odit culpa totam nulla.
Ex molestias inventore dolores."
8/12/2021 2:07,4573.33,Rhea Gole,ab32954ba0bdd5d562fc0ecb42f2e984010604c597cb0351c5a63977e7513ad0,Golla-Karnik,8014,Pali,USD,Visa,Oct-29,8952115444bab6de66aab97501f75fee64be3448203a91b47818e5e8943e0dfb,12,7cb13df5-84b8-488b-9843-ab65bc7a36f1,0,None,Online,50.142.227.81,Tablet,,Fugit recusandae distinctio assumenda modi praesentium necessitatibus quisquam. Sapiente commodi consequuntur sed quam ipsam.
30/10/2020 11:24,2232.44,Urvi Goel,6bb0f51c6b200f21e97dc5762847e1d62207490099c8008773d3768b69d86fd4,Khalsa and Sons,2858,Mahbubnagar,USD,American Express,Dec-32,28dae7c8bde2f3ca608f86d0e16a214dee74c74bee011cdfdd46bc04b655bc14,5,ef82f3b7-212d-4771-a4c0-7ffbdeee0af8,1,3 or more,Online,65.9.238.159,Tablet,,Asperiores repudiandae possimus voluptates itaque quae illo. Totam magnam blanditiis aliquam expedita et minus repellat. Veritatis velit autem numquam provident similique tenetur.
29/3/2022 6:24,4403.29,Nakul Hora,f42e9415b88cb4baed282993369523e1ba67a8cfd5eb115e0892c9bccf887501,Garg Ltd,5935,Maheshtala,INR,MasterCard,Apr-27,090d3859ff6840b2280f4708cf08cdaed873d967183a4d1deedc1a7964a21eee,0,459247be-a289-44e7-8ef9-500593397a8f,1,2,In-Person,102.243.140.115,Desktop,shayakkannan,"Nesciunt fugit provident sunt veritatis culpa magni.
Nesciunt nam consectetur omnis eum nam facilis. Voluptatem corrupti dolorem inventore doloribus culpa molestiae.
Beatae eveniet ut fugit."
31/1/2023 18:18,1533.45,Anika Verma,de1ae47c5577edcf6f847233f0c47ff10cff133bc7ad5c846b4b2e80a52c6083,"Balasubramanian, Bedi and Swamy",8024,Kolhapur,EUR,American Express,May-33,aaf01d71b55e51b1a3051cbb3cdc0646578dcda722b2922072a81f257b1a9821,5,8061f40a-d160-447f-bbda-d8c75289724a,0,1,Online,34.147.27.130,Desktop,neysa80,"Doloribus recusandae odio ea quidem iusto neque. Velit temporibus vitae aspernatur.
Error temporibus reprehenderit nihil cupiditate."
26/11/2020 1:52,4010.54,Yasmin Subramaniam,f05da0e95272e4f12990f8fc8efc033097797b99e5c4f28500259135b7af8dc3,"Datta, Ramachandran and Basu",1553,Bokaro,USD,MasterCard,Jun-26,bc8db39f614342b78a67494dbece216d3726f6924b73563be34fc630ac1db7f5,0,de02dd23-a35a-4d0c-8740-067b2647aa16,1,None,Online,156.197.107.30,Desktop,odatta,"Laudantium fugit quis aut modi. Magni vero impedit recusandae ad officiis harum.
Sint dolore perferendis impedit. Laudantium consequuntur fuga id in."
3/4/2020 18:06,2005.13,Rati Baral,517c2d798924273a7fba948a3a8c0e366cdd8c7230e738089eca2ab8dff926e8,Taneja-Balay,1401,Raiganj,EUR,American Express,May-33,3038bfb575bee6a0e61945eff8784835bb2c720634e42734678c083994b7f018,12,4783f447-1c91-4fc9-abdd-d1565e50f43c,0,1,In-Person,137.10.212.235,Tablet,waliaivan,Eos dolorem saepe aliquam nisi. Voluptates nobis doloremque possimus distinctio est laborum. Nesciunt dolor veritatis impedit perspiciatis.
28/7/2022 13:57,4062.11,Sahil Subramaniam,38bb5201db972d964b1fe821b277960b397aec87e5945ffe043227074e3c6ff7,Sule Inc,8422,Rohtak,USD,MasterCard,Jan-25,f7c2599681e9284ce1c403459e22b730e997d67d16c45c4f593108e8372029a9,12,13cb9583-5578-462a-ab6e-98c838aa5136,1,3 or more,Online,210.226.94.115,Mobile,,Ratione laboriosam cupiditate suscipit. Provident blanditiis magnam voluptates sit laudantium. Illo voluptas velit iste repellendus. Sunt ducimus natus.
1/1/2021 4:14,74.71,Rania Mani,e802bbd35446210ea2170046ce11a903f1064be99ff20687232ca4ca964b18f3,"Dada, Rajagopalan and Uppal",9326,Sasaram,EUR,Visa,Jan-24,fc56dbc6d4652b315b86b71c8d688c1ccdea9c5f1fd07763d2659fde2e2fc49a,12,65a63d93-0e70-44dd-8491-a10315875ce7,1,3 or more,In-Person,143.83.209.11,Tablet,advikacheema,Similique explicabo consequatur ex. Dolor perspiciatis numquam cum eum cum. Facere tempore possimus nobis sed.
10/9/2021 6:23,947.7,Vidur Sarkar,fdfc766f654ada25b88bc9c935fbc55ca44dab7e09386f0bc8456f7f5f843f9d,Sandhu-Kashyap,2493,Kavali,EUR,Visa,Jun-30,4c15f47afe7f817fd559e12ddbc276f4930c5822f2049088d6f6605bec7cea56,0,c99b42a0-9968-4b23-8afc-22d87981f597,0,3 or more,Online,38.254.248.158,Desktop,,Accusamus consequuntur iusto sequi veniam mollitia soluta quaerat. Error iste tenetur minus praesentium. Molestias vel modi ad rerum quae saepe.
4/2/2023 22:32,2466.38,Zeeshan Bhagat,36b63cde8b71e2416905999559e407cda0ff0f3e53ba6744ff9a762f4909237f,Bath and Sons,9709,Delhi,EUR,MasterCard,Nov-23,9556b82499cc0aaf86aee7f0d253e17c61b7ef73d48a295f37d98f08b04ffa7f,12,6bd4c164-2c9b-4c45-a99c-0c60786fff2c,0,None,Online,155.48.1.164,Mobile,cghose,Doloremque ullam esse sequi. Fugiat ad similique facilis alias. Saepe unde ab cum quis cupiditate magni fugiat.
10/8/2020 22:39,2780.83,Khushi Wadhwa,a4e7bc089365f45be476b997bed556a2c182155b3f137a1b7ac68637c9ed4c17,"Kothari, Sehgal and Raju",5055,Malda,USD,Visa,Sep-25,8def3488486c17dfbc2861301b63237c3c3a05b4c23afed03d59829fba57e10c,12,0d63feaa-d0c0-470b-9e67-763acda16f0d,1,3 or more,In-Person,220.98.71.41,Mobile,pranaysharma,Debitis nemo officiis culpa magni atque. Perferendis quisquam repellat laboriosam ut fugit voluptatem. Possimus voluptatem reprehenderit excepturi. Reprehenderit nihil possimus laudantium.
24/12/2020 13:36,2940.73,Vihaan Barad,506d9bf0ee21b47409130a3da397d9d39f59e374f2080ae9ba7d0a0514a127fd,Kapadia and Sons,8470,Muzaffarpur,EUR,Visa,Jun-27,14063697603e22d600d336bee6cff12c8be93509ce84a0642918d89b2aef1753,12,dc6e56cb-9cce-4922-974b-1fbc4c4d17ca,0,3 or more,In-Person,25.68.214.123,Desktop,adhingra,Ratione perferendis ab placeat. Voluptatum rerum quisquam quo perferendis. Pariatur placeat nostrum est pariatur perferendis. Laudantium beatae nesciunt laudantium accusantium quisquam.
5/1/2023 14:49,2883.64,Zain Kunda,0d0c071d4bbcb10b739103455a858a7f2e8b79b22fb50f8639c4c289993b3d15,"Golla, Sastry and Magar",6293,Dewas,USD,MasterCard,Oct-29,3d3286f7cd19074f04e514b0c6c237e757513fb32820698b790e1dec801d947a,5,ab6d8329-a0e2-47f8-b87d-513fb7634b18,1,3 or more,In-Person,132.185.178.60,Desktop,,Ullam enim illo. Dolor facilis incidunt deserunt eaque sunt perferendis. Numquam ipsum minus a velit exercitationem ea.
14/2/2022 0:41,2713.25,Jayant Doctor,3fb419edaf73c07ba1a0d8273ff6d8654e47fb92727e6ba76a74e0748b34e0a9,Walia LLC,2378,Kirari Suleman Nagar,INR,MasterCard,Sep-29,234666d765f4c0a26cf4d96eced9155888477cb9b19e8cb48ae4ea79ce1b28de,12,8a9a7b16-077d-4f88-aa40-91eaed5fedc6,0,3 or more,In-Person,32.146.163.236,Tablet,,Earum corrupti magnam nihil aliquid officiis. Laboriosam tempore eaque recusandae modi magni consequatur. Consequuntur explicabo voluptas error unde voluptas voluptas.
11/7/2023 10:24,1658.67,Kiaan Sarma,85daf48f2ebdaa98014c04669de8ce950894cec49c1f0f347d73f35af58055f0,Mani-Dada,4756,Mangalore,INR,MasterCard,Jun-31,3a8f6d79cd434dc10588606993976b7b2bc038ff4a2481e857ac0168fc29a683,5,00765a31-2146-47c9-9906-1a2ddd230040,1,1,Online,5.104.160.39,Mobile,,Totam velit repellendus quidem nisi adipisci officia. Placeat ipsa aliquid temporibus voluptatibus unde. Consectetur impedit doloribus sequi.
24/7/2021 10:51,996.77,Samaira Thakur,23bf281053a575e85655d63e31379e9d6e7c47cb37142885d449d6cd7dc0a732,"Verma, Jayaraman and Lala",1955,Barasat,INR,Visa,Jun-31,8daea4d2b044cd2b5e634f1ecf141633c74d141aae20fc426945317f4f5f8177,0,ca24873f-4dd3-4369-a20f-6db4ad30cc6a,1,1,Online,156.90.224.255,Tablet,,Qui nulla aut eius similique sit atque. Corporis sint voluptatum. Vitae sit doloribus quasi maiores illum magni.
27/8/2020 4:30,4996.63,Baiju Kari,05c59a43570a4a8f399a1207b3a4f978b0ae2f08b38e4394e80ea1ed8547bfc3,"Dua, Dayal and Salvi",8354,Vadodara,USD,Visa,Oct-24,aaf57ee8c549ef3df8a07abf3a0df0f028e402399ad27aaec710c17aa78d408f,12,d1f19f39-baec-4c05-8f1c-4b861683479e,0,2,In-Person,220.201.40.33,Tablet,nishithbhasin,"Rerum consequatur non excepturi eaque neque.
Cum cupiditate saepe ab voluptas mollitia. Porro provident quo error dolor. Vitae excepturi adipisci aperiam ullam quaerat eaque."
28/2/2020 20:38,883.61,Baiju Dey,92c6e63c1a99bb094bc71e0a1a036f6f7b3c2f223f9d2c8d76d596a11f323675,Chaudhry-Dalal,5350,Jaipur,EUR,American Express,Feb-27,2499d690642faa4da2a67b078236d1c031217f3c31cf2da2142c8e84e3d617f1,5,61714ba5-61c5-4185-af32-af62880f412f,1,2,In-Person,96.1.100.51,Desktop,madhup85,Veritatis voluptate eaque porro unde. Eos in doloremque voluptatem similique incidunt. Quisquam incidunt labore.
25/6/2020 5:05,1231.06,Anvi Salvi,0d60f5f243b9932b39c43fc70c5ea27361d69f9989fb864c4db93a8561e63f09,Saha-Kota,5366,Ambarnath,USD,American Express,Jun-31,fa2b7af0a811b9acde602aacb78e3638e8506dfead5fe6c3425b10b526f94bdd,12,e1a18da4-3f30-43be-ae4a-09a6f9f5cef9,1,1,Online,204.178.217.55,Tablet,trishaaurora,Error quod voluptatibus asperiores. Voluptatum quidem eius ea. Dicta modi ut dicta ipsa. Porro cupiditate eligendi sequi molestiae provident.
13/6/2023 9:14,2633.31,Vanya Ramaswamy,2fb93d4874968fa80e143c7abf0916a6f38a155f92f4f78d4d31df7c6e90851c,Ganesan LLC,4878,Vijayawada,INR,MasterCard,Sep-33,ba689abd93c9c6a7d08b5b5c04dd27f6d69755ebe9a87fb969e73dfc11660e38,12,4dcf8243-8a6e-4cdd-9a72-0f89ea0f8989,0,1,In-Person,221.85.219.115,Desktop,ikaul,"Architecto cum hic iusto labore qui. Molestias quibusdam laboriosam veritatis quod.
Placeat corrupti eum occaecati tenetur delectus natus. Impedit autem architecto odit libero eius quas."
18/2/2021 13:08,2850.28,Advika Krish,2568cbed4dd691c66c97cef86ef268c6276a541ddbd224652c1e8bc1205634bb,Dyal-Sarkar,8168,Bhiwani,INR,American Express,Dec-31,1c63ed9164d61acfd1f4f3a7b6dfacbd98d1dc01e755b7b558c6af0491154a2e,0,f5c0450d-47ff-4e89-81c9-06315bde1e34,0,3 or more,Online,67.130.13.28,Tablet,indranskoshy,Deleniti corrupti minima enim voluptatibus fugiat. Ducimus nihil architecto at aliquid.
20/10/2022 22:07,372.27,Aarav Deshpande,4b528a5580e1b3f8c2f63766c97e64d55b042e6237ce25256a664e342fa49859,Ganguly-Tripathi,8292,Korba,USD,Visa,Mar-33,600b4cdf20cc06a7b5a5cca5f7464296861815519af6d8a14604201b13965ab8,0,671b7201-aace-4080-8d79-f30dd9b01d1e,1,2,In-Person,121.72.192.17,Desktop,,Minima tenetur quasi corporis quod nostrum. Architecto aperiam adipisci quas et aliquid impedit.
7/5/2020 11:24,256.4,Hrishita Kar,db4461f7de1966ad6dd7cfb711b767d0a42d037f8707bfcbc666764c92adb975,"Iyengar, Sane and Dugal",5729,Surendranagar Dudhrej,USD,MasterCard,Nov-32,d6723fa996ced47773f2dea29cce9b11f951e6dafe321a84ac7d32791c3b4660,0,c30a47f3-ee55-4411-90cf-c4742d05385b,1,None,Online,13.11.159.34,Mobile,,"Vero sed quis sint mollitia. Atque tempora quidem quis voluptates quis placeat.
Ex voluptates magnam ducimus unde dolorum itaque. Cum sunt inventore debitis amet rem."
29/4/2022 5:45,4066.12,Armaan Viswanathan,03cd2ad6384360cac6e14aa5ef2c801523cb65d364de9988cdcfdba756ed3535,"Bhasin, Rege and Devi",9761,Sambalpur,EUR,American Express,Mar-32,15a26c6fa5151c712acc7ee45a1fd525ab85b801f096847c7d5fdf49efeabb4d,12,3b663e76-f323-46e0-8ef5-f8133bcb5b52,0,3 or more,Online,216.203.215.204,Tablet,,Doloribus veritatis placeat porro optio atque aliquid. Esse libero similique doloribus rem.
18/5/2020 12:17,4595.54,Indrajit Hans,12f2eee2ea913e0997c0e8edab77c1877dfa9c8724ce33ccfdd32dd469ddbda0,Dugal LLC,1449,Tezpur,EUR,Visa,Sep-32,80c3cd40fa35f9088b8741bd8be6153de05f661cfeeb4625ffbf5f4a6c3c02c4,0,41fdad47-ec86-4d7e-bcc9-e4e517501c3f,1,2,In-Person,122.126.105.181,Tablet,,"Vitae non nulla aliquam cum. Cum veniam soluta aliquid aperiam modi ea.
Laborum deserunt voluptates."
26/7/2023 1:48,4243.85,Oorja Behl,f747b6847ba4ae3d363ba8c0f613fa565bd38ecc4a1d0a1b7d9b4825d7885c73,Bandi-Trivedi,2444,Naihati,EUR,American Express,Apr-31,6a353c281b4b65e4e97cbe11dea7e3a5f8e2d5cfc6fb484b1b0ec20bbaed2740,0,80c9a31c-7e9b-4b55-a696-529ff5acc6f0,0,3 or more,In-Person,59.240.37.81,Desktop,indranilwali,Architecto dolor error est nihil magni. Sit aperiam numquam quibusdam quibusdam ad. Animi iure expedita facere.
13/11/2020 21:28,1896.32,Heer Anand,4a3598d6031570def80d7db235ffcf056c9c5d708fe7aec02dd76f21543f0bc7,"Srinivas, Doshi and Mani",3098,Kamarhati,USD,MasterCard,Mar-29,0b35b06a22779418f775a804f36485f7bc978071d1709ad263a68f4f18117b11,0,1f0a4d8a-8179-4d53-aebc-82e4f7d518cd,1,1,In-Person,141.198.220.243,Mobile,vritikagarde,Commodi dignissimos architecto. Laudantium laudantium quia incidunt quos. Aspernatur eius pariatur officia.
19/5/2021 23:42,2416.57,Stuvan Mangat,8afb7d9d5249548e973993c7b37cc2eb918c3af6d022e12bac25950897ec795d,Gole-Golla,6810,Katni,EUR,MasterCard,Mar-33,1158e7e12c5e7362318e5e3c2e1f2f1ab49578ab1d1691e9818a7c3f6b30b528,12,85b89f3f-2700-4f05-a339-e60479443192,1,3 or more,In-Person,39.89.188.127,Tablet,dharmajan81,Facilis voluptatem iure ullam debitis voluptatem temporibus eos. Ut blanditiis natus esse. Quia natus aliquid dolorum omnis commodi.
5/5/2023 22:09,3169.19,Devansh Ghose,87b4665b15c3b2b842d0706d7e411a37a7c1b0f4b1b2e18f09b506062e1f25d6,"Sandhu, Tailor and Varma",8141,Tadipatri,EUR,Visa,May-29,04edd1d7736883194af3ddb232c337e53d17bc93cfd2140c4f4c4e0d966798b1,0,9d2c2647-1c78-4c8d-9bba-dbeaee81f30f,1,2,Online,148.232.246.1,Mobile,katadhanush,"Vel iure perferendis harum laudantium fugiat ab.
Quo quos rem voluptatem voluptates quisquam delectus."
24/5/2021 7:20,1742.5,Urvi Sem,c9b893cd66bec78acea891a1397991239b7ac1f4f39717193aee8e99bc30787f,"Bal, Sridhar and Swamy",5201,Sonipat,USD,American Express,Apr-32,82c01ce15b431d420eb6a1febfba7d7a2b69e5bcdcb929cb42cd3e9179d43fc4,0,302f9167-e4b5-4367-8f27-cae07fdd27cc,0,2,In-Person,204.176.5.215,Tablet,hiransankaran,Et nihil architecto similique impedit libero optio. Et reprehenderit maiores quaerat assumenda. Illo error et commodi earum.
1/10/2020 20:44,2580.4,Yasmin Kanda,c535812b619606e52dd59925a048f635801e1c8af47610130032c10e94935912,Chacko Group,1049,Madhyamgram,EUR,MasterCard,Nov-24,983bd614bb5afece5ab3b6023f71147cd7b6bc2314f9d27af7422541c6558389,12,75404d14-714f-4fa1-b223-96e6f844511f,1,None,In-Person,214.215.175.6,Desktop,riaan00,Adipisci maiores nisi facilis vitae est explicabo. Facilis modi ea inventore reiciendis quo.
14/6/2020 12:24,4671.54,Badal Acharya,4a2868ef3d9bea29b851799ffa78339573b81ba02bff353973fa81f384003cd5,Badal-Lata,1820,Ballia,INR,MasterCard,Oct-25,3bcc1340d90b3d55accb9a57998b69708fea2a63c39f7369047469f952ccad4f,0,392b0ab7-9f9a-4020-9105-3bb483293fbf,0,3 or more,Online,194.201.96.62,Tablet,,Maiores illo facilis tempora voluptatibus ipsa sapiente temporibus. Libero totam quae rerum.
13/4/2020 7:16,3440.7,Jhanvi Dyal,4e623d486edfa9099ed81b23efd77c7259e450174ad4171b3573fcf40b510447,"Dey, Bajwa and Batta",8606,Unnao,INR,Visa,Oct-27,7a84ae249fa744b8c1acb6c5247c2cf443e31870aa7217f4a9cd9b157dbd54ef,5,3923bd5a-1a5b-43bd-acbc-cda6490931af,1,1,In-Person,75.77.47.213,Tablet,bijuravi,Omnis aperiam incidunt quam est praesentium totam veritatis. Quisquam quisquam fugiat dolores illo.
2/9/2020 9:23,3723.6,Rati Chokshi,6efb9e2424ac284e8cd1868d270d1da74ca072809bdede935571f6910455c0d9,Wagle Ltd,9987,Ahmedabad,USD,Visa,Mar-25,6c658ee83fb7e812482494f3e416a876f63f418a0b8a1f5e76d47ee4177035cb,12,d57b27a1-67f2-4c45-a6cd-4bb84266472e,0,2,In-Person,203.42.178.82,Tablet,,Debitis officiis nesciunt similique laboriosam minus suscipit consequatur. Enim quasi ratione totam corporis. Maxime adipisci fugit quod iure.
7/6/2022 8:48,941.69,Gokul Chada,1a2ad120d47dc5a0f99540bb7e4945eb035cbd3805997ed1fb03043128665c68,Brar Inc,7848,Gandhidham,INR,American Express,Nov-24,54006483f014c53f76d879c033e5589a76e0080d8ced5d818d777344eb78656f,5,a9782505-2667-436c-b639-612e16077328,0,None,In-Person,214.25.152.25,Tablet,,"Assumenda rem nobis. Praesentium in esse ad. Sequi deserunt iusto.
Nam assumenda doloremque natus. Rem explicabo architecto quod provident."
24/9/2020 17:21,2108.01,Pihu Ganesh,a19596b702271aeecce8e63c917d0c9803d895abdd08259c162d2df42cc64a86,"Reddy, Bandi and Sood",3147,Gwalior,INR,Visa,Mar-26,2dfe70c43208f52b9ef4ea7e134705283947116491e81fbac05f0aedc25c5956,5,ecf9fd31-3473-4ecd-976f-6810ce556775,1,2,In-Person,152.48.138.247,Tablet,,Veritatis repudiandae maxime eveniet non. Iste dolores minima officiis.
25/1/2020 0:25,237.39,Jhanvi Date,f26726fd529dac9b3d2b939e734526c9c0bacd671385e1cae3cb043d9cc6de38,Gola-Chaudhari,7302,Motihari,USD,Visa,May-27,48a212a91e6da95f10d71b05c789efddfb0bad9814be07f6f7a343189fb630e7,12,5cc1f92e-618d-432a-8446-d36d129ffcf7,0,2,Online,181.110.43.151,Desktop,bhallahrishita,Velit delectus consequatur sint unde officiis nihil quas. Illo in deserunt harum expedita earum reiciendis. Neque delectus inventore quaerat.
27/5/2022 23:33,3013.14,Nirvaan Gara,565dbe025d545fd30e119cdd6e56023a7fccf165f7a03fed9b9e612d70ed7121,Kuruvilla Group,6355,Pallavaram,USD,Visa,Jun-29,0df5486b7bca884d5f00c502e216f734b2865b202397f24bca25ac9b8a95ab4a,5,c5fdce16-70b3-4c48-adb5-b275b4355729,1,2,Online,36.10.11.47,Mobile,,Dolore perferendis labore officiis dicta fugiat. Eos dignissimos velit laboriosam eius corrupti. Quos vero optio atque adipisci.
13/6/2020 16:33,2838.44,Shaan Gour,2136b823a5ce06fb99906eab4ca6a989aaf6083eca249cde98c8c2005d86ed71,Kamdar-Kanda,5304,Narasaraopet,INR,American Express,Nov-23,114bd151f8fb0c58642d2170da4ae7d7c57977260ac2cc8905306cab6b2acabc,0,e03f4ffc-838e-4880-acd2-144c3917e8dc,0,3 or more,In-Person,214.250.117.117,Mobile,,Earum distinctio nam itaque et libero reiciendis eveniet. Voluptatibus unde totam iure eligendi recusandae. Cupiditate rerum asperiores vero aliquid.
29/6/2021 11:11,401.63,Sumer Dara,387790b6b0031527d7aa07f590afef49b745144d8e19bf3ddb38e71a8ed79f79,Karnik-Agate,5364,Srikakulam,EUR,Visa,Jul-28,fc9e91cc78e1817d80b4ba8c2dc9a638d0c57959825ee34f5e3d7688ad80dfb9,12,43a2b59e-f115-4a0e-9403-7ea400fe82f4,1,3 or more,In-Person,173.31.62.69,Tablet,,Ipsum maxime non repellendus dignissimos. Asperiores temporibus quasi praesentium. Repellendus voluptatibus iusto omnis quibusdam maiores.
7/11/2021 18:19,2001.71,Heer Halder,7102cfbeadf96c3089a21c0a768e557a9fe8e1ac1ecac9c91546155e1cc715d7,Kothari Inc,4647,Rohtak,INR,Visa,Aug-27,a512db2741cd20693e4b16f19891e72b9ff12cead72761fc5e92d2aaf34740c1,5,50c5d788-d467-4578-9057-96a52419e0e1,0,1,Online,222.4.72.26,Mobile,,Fuga error quibusdam officiis distinctio dolorem quisquam. Fuga nobis occaecati aliquid fugiat nulla laudantium.
